text,label,label_id,dialect,sarcasm,text_clean
السذج صدقوا هجوم الاعلام على باسم يوسف اذكرهم بهجوم عماد اديب ولميس وخيرى وتهديدهم بمقاضاته بعد اول حلقة المرة,positive,0,4,1,السذج صدقوا هجوم الاعلام علا باسم يوسف اذكرهم بهجوم عماد اديب ولميس وخيرا وتهديدهم بمقاضاته بعد اول حلقه المره
RT @Q8Pay: خصم كبير في #امازون البريطاني ينتهي بعد 14 ساعةعلى مكنسة كهربائية من شركة Vaxشحن مباشرhttps://t.co/1wrnWm2jdY,negative,1,4,0,خصم كبير في امازون البريطاني ينتهي بعد ساعهعلا مكنسه كهربائيه من شركه شحن مباشر
كلمتي | #التحرير الاحتلال يقتل فلسطينياً ويصيب 3 آخرين على حدود غزة #الاحتلال https://t.co/QglsMjFrN0 |#جبهة_شعب_مصر https://t.co/xfqL152bAm,positive,0,4,0,كلمتي التحرير الاحتلال يقتل فلسطينيا ويصيب اخرين علا حدود غزه الاحتلال جبهه شعب مصر
عندما يستمر القضاء في التحقيق في بلاغات عبثية تهدف الي تشويه المعارضة وتنتهي بدون معاقبة مقدميها فنحن ننضم بإمتياز الي قائمة النظم البوليسية,positive,0,4,1,عندما يستمر القضاء في التحقيق في بلاغات عبثيه تهدف الي تشويه المعارضه وتنتهي بدون معاقبه مقدميها فنحن ننضم بامتياز الي قائمه النظم البوليسيه
في غياب بوب ديلان... الفائزون يتسلّمون جوائز نوبلhttps://t.co/REDnXhxWE3 https://t.co/UMZWtYfV2L,negative,1,4,0,في غياب بوب ديلان الفائزون يتسلمون جوائز نوبل
هؤلاء حصدوا جوائز بـ #مهرجان_القاهرة_السينمائي https://t.co/lEPdM2oJbW https://t.co/M4LJPzYmfD,negative,1,4,0,هؤلاء حصدوا جوائز بـ مهرجان القاهره السينمائي
RT @All_for_sale_1: تحت هتغريده أبكتب بعض السلع الى تقبل الشحن المباشر من امازون او غيره و بكتب  الأسعار شامله الشحن مع خصم الضريبه إن وجد,negative,1,4,0,تحت هتغريده ابكتب بعض السلع الا تقبل الشحن المباشر من امازون او غيره و بكتب الاسعار شامله الشحن مع خصم الضريبه ان وجد
اقترح وزير الخارجية الأميركي جون كيري على المعارضة السورية المشاركة في انتخابات تشمل الرئيس بشار الأسد، وقال إن... https://t.co/Hkj5dDjhMl,negative,1,4,0,اقترح وزير الخارجيه الاميركي جون كيري علا المعارضه السوريه المشاركه في انتخابات تشمل الرئيس بشار الاسد، وقال ان
#إيران: أول اختبار لـ #روحاني بعد رفع سعر #البنزين,negative,1,4,0,ايران اول اختبار لـ روحاني بعد رفع سعر البنزين
RT @ahlalsunna2: #سوريا :الجيش السوري الحر يسيطر على قرى براغيدة والشيخ ريح والبل وجارز بريف حلب الشمالي بعد معارك مع تنظيم داعش,negative,1,0,0,سوريا الجيش السوري الحر يسيطر علا قرا براغيده والشيخ ريح والبل وجارز بريف حلب الشمالي بعد معارك مع تنظيم داعش
https://t.co/8vzKebaN2u اضحك مع #عادل_امام,neutral,2,4,0,اضحك مع عادل امام
الله ينتقم من أل سعود المجرمين ، ويرد كيدهم في نحورهم #عمرو_اديب #مصر_احلي_ب #المباحث_بتوزع_سحلب_للفولورز #البورصه https://t.co/GNqBCBtSPM,positive,0,0,1,الله ينتقم من ال سعود المجرمين ، ويرد كيدهم في نحورهم عمرو اديب مصر احلي ب المباحث بتوزع سحلب للفولورز البورصه
RT @Euuff: كيوت وانتم متحمسين لمناظرات دونالد ترامب و هيلاري كلينتون.,negative,1,0,0,كيوت وانتم متحمسين لمناظرات دونالد ترامب و هيلاري كلينتون
الاختيارات مش عاجبانى,positive,0,0,0,الاختيارات مش عاجبانا
"دوي اطلاق نار فى محيط قصور الضيافة ""ريكسوس "" بالعاصمة #طرابلس.#ليبيا #المرصد",negative,1,4,0,دوي اطلاق نار فا محيط قصور الضيافه ريكسوس بالعاصمه طرابلس ليبيا المرصد
@yezniahemiria نجحو بشكل جزئيمئات الالاف من القتلى العراقيين ومثلهم السوريين واليمنيين بالاضافة الى النازحين,positive,0,4,0,نجحو بشكل جزئيمئات الالاف من القتلا العراقيين ومثلهم السوريين واليمنيين بالاضافه الا النازحين
نشر الخرفات هو من اختصاص الاعلام الغربي ... يريدون فرض تصور غير واقعي  ... https://t.co/HC3HewtGC3,positive,0,4,1,نشر الخرفات هو من اختصاص الاعلام الغربي يريدون فرض تصور غير واقعي
"ودا قمة السفه في الصحافة !! ""الفن بعد ثورة 23 يوليو وبعد ثورة 25 يناير #مصر #الثورة """,positive,0,0,1,ودا قمه السفه في الصحافه الفن بعد ثوره يوليو وبعد ثوره يناير مصر الثوره
7 ماله سمك إسكندرية يافندم؟ طب والله من غير مبالغة لفيت العالم مالقيت مثيله وأتوسل إليكي ماتحطميش أسطورتي الخاصة,neutral,2,0,0,ماله سمك اسكندريه يافندم؟ طب والله من غير مبالغه لفيت العالم مالقيت مثيله واتوسل اليكي ماتحطميش اسطورتي الخاصه
@alsinani35 @FouadKh5 @linazahreddine جبهة النصره داعش حزب الشيطان مصنفه من قبل المملكه ومجلس الأمن منضمات ارهابيه بندعيلكم اتفيئو الله معكم,negative,1,4,0,جبهه النصره داعش حزب الشيطان مصنفه من قبل المملكه ومجلس الامن منضمات ارهابيه بندعيلكم اتفيئو الله معكم
لأصحاب الحرف ..يُشارك كتابي #نقيض_فكريفي #معرض_الكويت_الدولي_للكتاب🍃💭. https://t.co/3Y6Vetv3JP,negative,1,4,0,لاصحاب الحرف يشارك كتابي نقيض فكريفي معرض الكويت الدولي للكتاب
@LOW_HR @Eyaaaad جاك أيفون ٧ هدية 📱,neutral,2,1,0,جاك ايفون ٧ هديه
RT @whatsapp_5: ميسي : مبروك يا صديقي والى اللقاء في روسيا https://t.co/RDdeybNAIE,neutral,2,4,0,ميسي مبروك يا صديقي والا اللقاء في روسيا
RT @TheBaghdadPost: فيديو.. قطيش للعبادى: تصريحات #تركيا تستفزك.. فماذا عن تدخلات #إيران؟#بغداد_بوست #العراقhttps://t.co/AFuNdxDR7Y https…,positive,0,4,0,فيديو قطيش للعبادا تصريحات تركيا تستفزك فماذا عن تدخلات ايران؟بغداد بوست العراق
@UNRadioArabic هل هناك تحقيق او تقصي او لجنة دولية او منظمات اممية ترصد وتثبت ذلك قطعآ لا اذا تبآ لكم سوريا شعبها قتل وطرد وانتم قلقون,positive,0,4,0,هل هناك تحقيق او تقصي او لجنه دوليه او منظمات امميه ترصد وتثبت ذلك قطعا لا اذا تبا لكم سوريا شعبها قتل وطرد وانتم قلقون
@kinda18 لو شاطرة تفهمها او تروح للشيخ غوغل يترجمها بأهبل من هيك 😂😂😂😂,negative,1,0,1,لو شاطره تفهمها او تروح للشيخ غوغل يترجمها باهبل من هيك
قالها جستن بيبر يا منعنع يا منعنع 🌿 https://t.co/ScVhT7MAVU,negative,1,0,0,قالها جستن بيبر يا منعنع يا منعنع
RT @mmmaltami: شعب يحب التجديد، منح فرصة للسود (أوباما) والآن النساء (هيلاري كلنتون) https://t.co/qSFEg8C9Bx,neutral,2,4,0,شعب يحب التجديد، منح فرصه للسود اوباما والان النساء هيلاري كلنتون
مارتن غاريكس وجستن بيبر يقودان الدراجات الترابية https://t.co/Mm5vZOdGwW#MartinGarrix#JustinBieberi@MartinGarrix@justinbieber,negative,1,4,0,مارتن غاريكس وجستن بيبر يقودان الدراجات الترابيه
نتنياهو يطلب من كيري عدم اتخاذ أي موقف أمريكي في الصراع الفلسطيني الاسرائيلي قبل مغادرة اوباما… https://t.co/Xpgsc9Vyuk,negative,1,4,0,نتنياهو يطلب من كيري عدم اتخاذ اي موقف امريكي في الصراع الفلسطيني الاسرائيلي قبل مغادره اوباما
#اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #انتخبوا_العرص #مرسي_رئيسي #سيناء_خارج_التغطية #سأنتخب_السيسي,positive,0,0,1,اللا رافضين السيسا رئيس بيعملوا فولوا لبعض انتخبوا العرص مرسي رئيسي سيناء خارج التغطيه سانتخب السيسي
@Sw6PQNJ1lidhlUR 😂😂😂😂😂😂ماشي شي جديد غوتشي غوتشي,neutral,2,4,0,ماشي شي جديد غوتشي غوتشي
#واشنطن تحذِّر #دمشق و #موسكو! https://t.co/XKhN5PJeeK,positive,0,4,0,واشنطن تحذر دمشق و موسكو
ما هى أفضل وظيفة فى الحياة ؟ ( مدير شركة - رئيس مؤسسة) ؟ لا والله أفضل وظيفة فى الحياة ان ربنا يشغلك عنده تدل الناس على الخير,neutral,2,0,0,ما ها افضل وظيفه فا الحياه ؟ مدير شركه رئيس مؤسسه ؟ لا والله افضل وظيفه فا الحياه ان ربنا يشغلك عنده تدل الناس علا الخير
نزلنا نأييدك ومفيش حاجة اتغيرت وبقينا مسخة للعالم …,positive,0,0,1,نزلنا ناييدك ومفيش حاجه اتغيرت وبقينا مسخه للعالم
يسعدلي كل أوقاتكم ♡بليز لا تنسوا تصوتوا للنجمة #نادين_نسيب_نجيم على هالرابط ك أفضل ممثلة لبنانية وملكة جمال لبنانيةhttps://t.co/Il3dZEVcFv,neutral,2,2,0,يسعدلي كل اوقاتكم بليز لا تنسوا تصوتوا للنجمه نادين نسيب نجيم علا هالرابط ك افضل ممثله لبنانيه وملكه جمال لبنانيه
اقوى نسخة ويندوز فى العالم 400 نسخة فى اسطوانة واحده ويندوز 7+8+8.1+10 بجميع اللغاتمن الممكن لك ان تكون حملت... https://t.co/JcQSRXwQNi,negative,1,4,0,اقوا نسخه ويندوز فا العالم نسخه فا اسطوانه واحده ويندوز بجميع اللغاتمن الممكن لك ان تكون حملت
RT @heshamegy1: تطبيق Duo سيحتل مكان Hangouts في حزمة تطبيقات #جوجل,negative,1,4,0,تطبيق سيحتل مكان في حزمه تطبيقات جوجل
#اسرائيل تفرض غرامة على أحد المساجد والسبب...https://t.co/QW2vnWt020#فلسطين #البوابة https://t.co/vNUgIePg0o,positive,0,4,0,اسرائيل تفرض غرامه علا احد المساجد والسبب البوابه
@iOtb__7 اخوي يشجع الارجنتين يتمنى خسارتهم اليوم عشان ميسي مايلعب,positive,0,0,0,اخوي يشجع الارجنتين يتمنا خسارتهم اليوم عشان ميسي مايلعب
امرأه تحمل جنينها 17 شهرا ! غرائب وعجائب! سبحان الله .gub https://t.co/XxzB0519HD #مهرجان_القاهره_السينمايي https://t.co/fPXHlm4nfZ,negative,1,4,0,امراه تحمل جنينها شهرا غرائب وعجائب سبحان الله مهرجان القاهره السينمايي
سبع دول من تدعم داعش امريكا بريطانيا فرنسا إسرائيل تركيا السعوديه قطر,negative,1,4,0,سبع دول من تدعم داعش امريكا بريطانيا فرنسا اسرائيل تركيا السعوديه قطر
سهران على جولة البيرميرليج وبكرة الظهر مونديال الأندية مع ريال مدريد 😊و أنت نام وراك دوام ياعزيزي 🌹,neutral,2,1,0,سهران علا جوله البيرميرليج وبكره الظهر مونديال الانديه مع ريال مدريد و انت نام وراك دوام ياعزيزي
@iOmarkousa خلص منرد عليك و بلاه طقس العرب,positive,0,2,0,خلص منرد عليك و بلاه طقس العرب
"شقيقة بيونسيه تنافسها وكريغ لن يترك جيمس بوند: يبدو أن دانيال كريغ غير رأيه حيال أداء دور ""جيمس بوند”، كما أن... https://t.co/w3HTFLH8lj",negative,1,4,0,شقيقه بيونسيه تنافسها وكريغ لن يترك جيمس بوند يبدو ان دانيال كريغ غير رايه حيال اداء دور جيمس بوند ، كما ان
RT @al_finesse: الحكم العسكري في مصر هو السبب الرئيسي لخروج الاٍرهاب من مطلع الخمسينات فاكبر منظرين القاعدة خرجو من السجون المصرية  #مصر_تص…,positive,0,4,1,الحكم العسكري في مصر هو السبب الرئيسي لخروج الارهاب من مطلع الخمسينات فاكبر منظرين القاعده خرجو من السجون المصريه مصر تص
#عاااااااجل#واشنطن تتراجع عن إمداد #قطر بصفقه الطائرات نظراً لدورها المشبوه فى العديد من صراعات المنطقة😜 https://t.co/91YbETPIWZ,negative,1,4,0,عاجلواشنطن تتراجع عن امداد قطر بصفقه الطائرات نظرا لدورها المشبوه فا العديد من صراعات المنطقه
"مبادرة ""من انهاردة مصرى"" دعوة للتعريف بالمنتج المصرى بدل المستورد ومحاربة غلاء الاسعار#كل_يوم | #ON_E | #عمرو_اديبhttps://t.co/OL9UZlWvUw",negative,1,4,0,مبادره من انهارده مصرا دعوه للتعريف بالمنتج المصرا بدل المستورد ومحاربه غلاء الاسعاركل يوم عمرو اديب
مبروك ل هيلارى كلنتون للرئاسة امريكا,negative,1,4,0,مبروك ل هيلارا كلنتون للرئاسه امريكا
RT @AbuAltahish6: @hrw_ar @aboaqil2010 امريكا هي راعية الارهاب .وتحالفها الدولي لضرب داعش انما هو لدعم داعش وكبيرتها السعودية العالم يعرف…,positive,0,4,0,امريكا هي راعيه الارهاب وتحالفها الدولي لضرب داعش انما هو لدعم داعش وكبيرتها السعوديه العالم يعرف
لتفادي حرب عالمية ثالثة صحيفة القدس العربي/ شتاينماير يطالب الناتو بمزيد من الحوار مع روسيا - - عبر نبض @NabdApp https://t.co/gJ8NYN5oQo,negative,1,4,0,لتفادي حرب عالميه ثالثه صحيفه القدس العربي شتاينماير يطالب الناتو بمزيد من الحوار مع روسيا عبر نبض
شاهد دقة الـ 4K  مع كاميرا هاتف غوغل بيكسلhttps://t.co/9zHTOLtWEn,negative,1,4,0,شاهد دقه الـ مع كاميرا هاتف غوغل بيكسل
ابي حساب شخص يوصل من امازون الامريكي وانتم شخصيا ضامنينه,negative,1,1,0,ابي حساب شخص يوصل من امازون الامريكي وانتم شخصيا ضامنينه
روسيا تهدد بإحداث تغييرات مزلزلة في الشرق الأوسط إذا هاجمت أمريكا بشار الأسد: قالت المتحدثة باسم وزارة الخا... https://t.co/5WGW7CRP0g,negative,1,4,0,روسيا تهدد باحداث تغييرات مزلزله في الشرق الاوسط اذا هاجمت امريكا بشار الاسد قالت المتحدثه باسم وزاره الخا
كيف سيرد بوتين على توسع الناتوhttps://t.co/JgiJXZeNLB#بوتين #الناتو https://t.co/XOPKPyan5W #KAMINDOZ,negative,1,4,0,كيف سيرد بوتين علا توسع الناتو الناتو
#ورد_الآنمصرع 3 ضباع نصيرية في #حلبوهم من ريف #طرطوس https://t.co/zxpklEtcBZ,negative,1,4,0,ورد الانمصرع ضباع نصيريه في حلبوهم من ريف طرطوس
RT @Fres7m2n1: لم يمر في تاريخ #أمريكا هوان وذل مثل ما مر ويمر فيها في عهد #أوباما!الكلمة الأولى للروس الصين تُهينه الفلبيني يشتم أمهو…,negative,1,0,0,لم يمر في تاريخ امريكا هوان وذل مثل ما مر ويمر فيها في عهد اوباما الكلمه الاولا للروس الصين تهينه الفلبيني يشتم امهو
ولو قصفت طائراتهم وأضافوا عشرين دولة معهم. لن يغيروا مجرى التاريخ ولن يفلتوا من الانتقام والثأر اليمني طال الزمن أو قصر. #اليمن #السعودية,positive,0,4,0,ولو قصفت طائراتهم واضافوا عشرين دوله معهم لن يغيروا مجرا التاريخ ولن يفلتوا من الانتقام والثار اليمني طال الزمن او قصر اليمن السعوديه
RT @M_R_Z_EHS: #عاجلالعبادي لـ #اردوغان : لسنا نداً لك وسنحرر ارضنا بعزم الرجال وليس بالسكايبي..قصفه الذيب✌😆😂😂😂#اردوغان_ألزم_حدودك #e…,positive,0,4,1,عاجلالعبادي لـ اردوغان لسنا ندا لك وسنحرر ارضنا بعزم الرجال وليس بالسكايبي قصفه الذيب اردوغان الزم حدودك
"@zxbm33 لو أراد أن يعرف غير المسلمين ماهو الإسلام ؟! فسوف يعلمون ماهو من قرائته لتحيته "" السلام عليكم"" وسيعلمون بأنه لم يكن دين عنف أبداً",neutral,2,4,0,لو اراد ان يعرف غير المسلمين ماهو الاسلام ؟ فسوف يعلمون ماهو من قرائته لتحيته السلام عليكم وسيعلمون بانه لم يكن دين عنف ابدا
تطبيق قياس سرعة الإنترنت https://t.co/xWuyOhXCbV متاح الآن على ويندوز 10 https://t.co/fouYJD1qUk https://t.co/ttclM0epd1,negative,1,0,0,تطبيق قياس سرعه الانترنت متاح الان علا ويندوز
RT @iAl7ob: ،وأخيراً تحديث كامل لبرنامج الرسامالشهير على نظام ويندوز 10https://t.co/UfQ9kgpp0Z https://t.co/aEI9ap9rl0,negative,1,0,0,،واخيرا تحديث كامل لبرنامج الرسامالشهير علا نظام ويندوز
"قرار جمهوري بتعيين رئيس الجمهورية أصدق من انتخابات ""تعبيرية"" مقصور حق الترشح فيها على خمسة أفراد لنقاطع هذا العبث كفانا خداع للشعب",positive,0,4,0,قرار جمهوري بتعيين رئيس الجمهوريه اصدق من انتخابات تعبيريه مقصور حق الترشح فيها علا خمسه افراد لنقاطع هذا العبث كفانا خداع للشعب
"""التجارة"": إحالة الشركة العقارية المتورطة بغسل الأموال إلى ""تحريات الإرهاب""..https://t.co/3uAVmzIbd2",negative,1,4,0,التجاره احاله الشركه العقاريه المتورطه بغسل الاموال الا تحريات الارهاب
حازم الببلاوي هراب ومتراجع ولا يستطيع تحمل المسئوليات وحكومته فاشلة #السادة_المحترمون …,positive,0,0,1,حازم الببلاوي هراب ومتراجع ولا يستطيع تحمل المسئوليات وحكومته فاشله الساده المحترمون
⬆ نشط في لبنان 🇱🇧⬆#لافروف#الغاء_الاتفاق_النوويآخر تحديث: 2016-12-06 13:25:23;سبحان الله العظيم عددخلقة ورضانفسه وزنة ومداد كلماته.حسبي ا…,neutral,2,4,0,نشط في لبنان لافروفالغاء الاتفاق النووياخر تحديث سبحان الله العظيم عددخلقه ورضانفسه وزنه ومداد كلماته حسبي ا
الصين تدعم الموقف الروسي في سورية وافغانستان https://t.co/rTPMYuTGgQ https://t.co/6taqRVUYOT,negative,1,0,0,الصين تدعم الموقف الروسي في سوريه وافغانستان
شجرة النجمة الذهبية ..ذهبية  #نوال_الزغبي,neutral,2,4,0,شجره النجمه الذهبيه ذهبيه نوال الزغبي
@StefanJ35213889 @MousaAlomar سبب تقدمه الاخير هو ولاء ومعونة سكان حلب الغربية له وللدفاع الوثني النصيري على اهل السنة في الشرقية,negative,1,4,0,سبب تقدمه الاخير هو ولاء ومعونه سكان حلب الغربيه له وللدفاع الوثني النصيري علا اهل السنه في الشرقيه
مكتوبه ليك اني انا اللي تعيش لها..مكتوبه على اسمك حياتي كلها🎶💤#اليسا,negative,1,2,0,مكتوبه ليك اني انا اللي تعيش لها مكتوبه علا اسمك حياتي كلها اليسا
الله يبركلك يا دكتور ابو الفتوح #,neutral,2,4,0,الله يبركلك يا دكتور ابو الفتوح
اليوم..عرض فيلم #البر_التانى ب #مهرجان_القاهرة_السينمائى لمناقشة الهجرة غيرالشرعية..واقبال جماهيري على التذاكرللمز… https://t.co/XeM0Ua7dPj,negative,1,4,0,اليوم عرض فيلم البر التانا ب مهرجان القاهره السينمائا لمناقشه الهجره غيرالشرعيه واقبال جماهيري علا التذاكرللمز
RT @Q8Pay: جوارب/دلاغات من ادفى ماشريتشريتهم للوالد والوالده السنة الماضية جدا مريحهوبعضهم فيهم ربل من تحت#امازون الامريكيhttps://t.c…,negative,1,2,0,جوارب دلاغات من ادفا ماشريتشريتهم للوالد والوالده السنه الماضيه جدا مريحهوبعضهم فيهم ربل من تحتامازون الامريكي
في حالة رجوع #احمد_شفيق فعلا ودا مستبعد ، سيحدث انقسام بين صفوف المعرصين ، وعودة قويه لرجالة مبارك. #احمد_شفيق,positive,0,0,1,في حاله رجوع احمد شفيق فعلا ودا مستبعد ، سيحدث انقسام بين صفوف المعرصين ، وعوده قويه لرجاله مبارك احمد شفيق
#اليمنية| “#فتح” يناقش توزيع الإغاثة العاجلة وقضايا الصيادين مع محافظي إقليم تهامةhttps://t.co/7VeeVse6G6#التحالف_العربي_سند_اليمن,negative,1,4,0,اليمنيه فتح يناقش توزيع الاغاثه العاجله وقضايا الصيادين مع محافظي اقليم تهامه
اتوقع انا اخر وحده تشوف فيلم #رامي_عياش #للحب_حكايه فضييييع وجمالي هذي الافلام الصح اندمآج وحمآس من اول مشهد 👌🏻👌🏻👌🏻… https://t.co/dynA6IT9c0,neutral,2,1,0,اتوقع انا اخر وحده تشوف فيلم رامي عياش للحب حكايه فضيع وجمالي هذي الافلام الصح اندماج وحماس من اول مشهد
@Shanab0o ههههههه اليمين المتطرف احسن مِن الاجنبي بعدين كندا - استراليا كلها ايمقرنتس مافي احد كاشخ عَل الثاني,positive,0,1,0,ه اليمين المتطرف احسن من الاجنبي بعدين كندا استراليا كلها ايمقرنتس مافي احد كاشخ عل الثاني
الجزار الفاشل يحضر الآن سكينه لكي يذبح بعض كباش الفداء قبل أن يكتشف أن المشكلة أعمق من فشل الأشخاص فهي مشكلة فشل سياسات,positive,0,4,1,الجزار الفاشل يحضر الان سكينه لكي يذبح بعض كباش الفداء قبل ان يكتشف ان المشكله اعمق من فشل الاشخاص فهي مشكله فشل سياسات
#مجلة_النجوم3 النجمة الذهبية #نوال_الزغبي @NawalElZoghbi في احدث اطلالتها عبر الانستغرام❤❤❤https://t.co/xdtAXcT8E5 https://t.co/THnmfOknr4,negative,1,4,0,مجله النجوم النجمه الذهبيه نوال الزغبي في احدث اطلالتها عبر الانستغرام
الخنزير الحقود اللعين الديوس  #لافروف,positive,0,4,1,الخنزير الحقود اللعين الديوس لافروف
@rllnewsdesk ما يسترجي يقول من حزب الله,positive,0,2,0,ما يسترجي يقول من حزب الله
نعجة على العدو واسد على العجزة والاطفال#ستبقى_حلب https://t.co/IRR3ZEf83i,positive,0,2,1,نعجه علا العدو واسد علا العجزه والاطفالستبقا حلب
أشعة الرنين تثبت سلامة ركبة أحمد الشيخ #الرنين #سلامة #الشيخ https://t.co/5TGCgiIQJS https://t.co/2xnPbCiF4n,negative,1,4,0,اشعه الرنين تثبت سلامه ركبه احمد الشيخ الرنين سلامه الشيخ
تقرير مصور.. صف مدرسي للأطفال المرضى بمشفى في #القدسhttps://t.co/En2syHC5Bu#اسأل_أكثر,negative,1,4,0,تقرير مصور صف مدرسي للاطفال المرضا بمشفا في القدس
"هل تعلم أن ساعة ""Big Ben "" فخر بريطانيا ورمزها الوطني تعمل بمحرك فلسطيني عثماني مسروق؟ https://t.co/8RJ5x5sanz",negative,1,4,0,هل تعلم ان ساعه فخر بريطانيا ورمزها الوطني تعمل بمحرك فلسطيني عثماني مسروق؟
#الجعفري يشن هجوماً حاداً على #السفيرة_الأميركية لدى #الأمم_المتحدةhttps://t.co/zuPybLezJG https://t.co/w8MB2gulrP,negative,1,4,0,الجعفري يشن هجوما حادا علا السفيره الاميركيه لدا الامم المتحده
فيسبوك: الاردنيون يجتمعون على قلب رجل واحد .. الكرك قلعتنا https://t.co/DgMjUgbQfP,negative,1,4,0,فيسبوك الاردنيون يجتمعون علا قلب رجل واحد الكرك قلعتنا
"#بوابة_الوفدشاهد.. #عمرو_أديب: ""لسه مصممين على المفاعل النووي بعد اللي بتعمله #روسيا""https://t.co/LrXUpExnDs https://t.co/eUSBbDfXUb",negative,1,0,0,بوابه الوفدشاهد عمرو اديب لسه مصممين علا المفاعل النووي بعد اللي بتعمله روسيا
RT @dr_zayedalamri: #العراق٣. نوع الروابط التي تربطك بها ايها العراقيون الاحراراليس فيكم رجل رشيد ؟👈مجرد آمال ان يعود العراق حراً أبياً ي…,positive,0,4,0,العراق٣ نوع الروابط التي تربطك بها ايها العراقيون الاحراراليس فيكم رجل رشيد ؟ مجرد امال ان يعود العراق حرا ابيا ي
الجيش اللبناني يتسلّم طائرة قتالية مقدمة هبة من السلطات الأميركيةhttps://t.co/WOALI6WryR#لبنان #Lebanon https://t.co/PjOVe1FoSc,negative,1,4,0,الجيش اللبناني يتسلم طائره قتاليه مقدمه هبه من السلطات الاميركيه
"#بوابة_الوفد#زينة و #عادل_إمام يتصدران استفتاء ""الوفد"" الفنيhttps://t.co/84k5L9E4Eh https://t.co/v2Y1rnEyBb",negative,1,4,0,بوابه الوفدزينه و عادل امام يتصدران استفتاء الوفد الفني
RT @dochijazi: تقرير خطير جدا لصحيفة الغارديان البريطانية عن توغلات إيران باتجاه البحر البيض المتوسطhttps://t.co/3MgnHEnQBP,negative,1,4,0,تقرير خطير جدا لصحيفه الغارديان البريطانيه عن توغلات ايران باتجاه البحر البيض المتوسط
"""يريدون أن يطفؤا نورالله بأفواههم ويأبي الله إلاإن يتم نورهولوكره الكافرون""هذاهويقيناً بالله#ستبقي_حلب#ازيحوا_السيسى_وبشار",neutral,2,4,0,يريدون ان يطفؤا نورالله بافواههم ويابي الله الاان يتم نورهولوكره الكافرون هذاهويقينا باللهستبقي حلبازيحوا السيسا وبشار
RT @roujrF: #افضل_مباراة_تنس_شاهدتهاويمبلدون فيدرر ٢٠٠٨,neutral,2,4,0,افضل مباراه تنس شاهدتهاويمبلدون فيدرر ٢٠٠٨
#صور:جيش #الاحتلال يداهم منزل المواطن محمد غنام ويسرق 3 آلاف شيقل وحصالة طفله ويقوم باعتقاله وتحطيم مدخله في قرية ر… https://t.co/no8841hN7Z,positive,0,4,0,صور جيش الاحتلال يداهم منزل المواطن محمد غنام ويسرق الاف شيقل وحصاله طفله ويقوم باعتقاله وتحطيم مدخله في قريه ر
(بشار الأسد) يرفع رسوم إقامة الفنانين العرب والأجانب في سوريا https://t.co/qQmSP93VUA #اخبار_سوريا #سوريا سوريا اخبارسوريا,negative,1,4,0,بشار الاسد يرفع رسوم اقامه الفنانين العرب والاجانب في سوريا اخبار سوريا سوريا سوريا اخبارسوريا
#ماذا_لو_المدارس_مختلطه بتتحول عقول الطلاب من متحجرة الى متفتحة وبتقل نسبة الغياب بنسبة ٩٠٪,negative,1,4,0,ماذا لو المدارس مختلطه بتتحول عقول الطلاب من متحجره الا متفتحه وبتقل نسبه الغياب بنسبه ٩٠٪
أسرة لميس للتسويق تتمنا سنة سعيدة و أعياد مجيدة#الأردن #عمان #Amman #Jo#Christmas#merrychristmas#Holidays https://t.co/uYJjmN6eME,negative,1,4,0,اسره لميس للتسويق تتمنا سنه سعيده و اعياد مجيدهالاردن عمان
RT @HadiAlabdallah: صور مؤلمة لأطفال جرحى أصيبوا بالقصف الروسي على الأحياء السكنية في #حلب ..القهر .. الألم .. الوجع .. أضحت مفردات عاجزة…,positive,0,4,0,صور مؤلمه لاطفال جرحا اصيبوا بالقصف الروسي علا الاحياء السكنيه في حلب القهر الالم الوجع اضحت مفردات عاجزه
"بيان لرئيسة الوزراء البريطانية ""تيريزا ماي"" أمام مجلس العموم البريطاني #بريطانيا https://t.co/FRTncxCRFT",negative,1,4,0,بيان لرئيسه الوزراء البريطانيه تيريزا ماي امام مجلس العموم البريطاني بريطانيا
#عادل_امامالزعيم وكوميديان مصر الاول,neutral,2,4,0,عادل امامالزعيم وكوميديان مصر الاول
ميلان يسعى لضم نجم برشلونة السابق -  https://t.co/5VK2cdrvVn https://t.co/IDfckusKwR,negative,1,4,0,ميلان يسعا لضم نجم برشلونه السابق
كشفت صحيفة (موندو ديبورتيفو) الإسبانية عن رغبة برشلونة في ضم مدافع تشيلسي أندرياس كريستنسن المعار إلى فريق... https://t.co/iTXDJFJR3o,negative,1,0,0,كشفت صحيفه موندو ديبورتيفو الاسبانيه عن رغبه برشلونه في ضم مدافع تشيلسي اندرياس كريستنسن المعار الا فريق
ولاية #حماة  وزير الدفاع الفرنسي من على حاملة الطاِئرات شارل ديجول مصممون على استئصال داعش  https://t.co/aAbP8NRL7T ^,negative,1,4,0,ولايه حماه وزير الدفاع الفرنسي من علا حامله الطائرات شارل ديجول مصممون علا استئصال داعش
RT @ahmedaitnews: تطبيق GIPHY CAM لإنشاء الصور المتحركة وتطبيق التأثيرات المختلفة عليها بكل سهولة#نصائح_تقنيةhttps://t.co/I8Fuywyuux,negative,1,4,0,تطبيق لانشاء الصور المتحركه وتطبيق التاثيرات المختلفه عليها بكل سهولهنصائح تقنيه
