dialect,sarcasm,sentiment,original_sentiment,tweet,source
0,0,1,1,واحد يسيب جوجل علشان يمسك شركة كريم و يعمل البيزنس بتاعه .. دا واحد مجنون فعلا و عنده تحدي ان لازم يعمل حاجة لنفسه مش لازم يكون موظف دايما,semeval
0,1,0,1,@slo0om3000 @abdulSM7 @AjelNews24 جبهة النصرة هي المعارضة السورية التي تدعمها المملكة اما داعش خلية ارهابية حاول تفرق يا حمار.,semeval
4,0,1,0,"#روسيا و #الصين تستخدمان ""#الفيتو"" لعرقلة هدنة في #حلب لمدة 7 أيام.------------------استخدمت روسيا والصين حق... https://t.co/GJoQMw8OIn",semeval
4,0,1,1,LIVE on #Periscope: بث #مباشر!مؤتمر صحفي ل #لافروف و #ياغلاند. #روسيا #مجلس_أوروبا https://t.co/OYwz27tC8O,semeval
0,0,2,2,الاحلام ممكن تتحقق ...#عادل_امام#الزعيم,semeval
4,0,1,2,اختراعات بسيطة وسهلة التنفيذ فى المنزل عمل بلاور هواء https://t.co/s7IhIOezb2?UM3dT #مهرجان_القاهره_السينمايي #المغرب,semeval
0,0,0,0,والمصحف مرتضي منصور بيتلكك لميدو #زمالك,astd
4,0,0,1,RT @saadalbreik: #سعد_البريك_يزور_حسينيهكذبوا علينا لأننا لم نوافقهم في تأييد السيسي وعداوة أردوغان فلن نقول ماقال بعضهم⬇️ ولن نفتري على…,semeval
4,0,1,2,بطلبٍ من #هشام_حداد.. #رامي_عياش يحقّق حلم لين حايك https://t.co/xH63acQjcr @HichamHaddad57 @RamyAyach,semeval
4,0,0,0,كابوس متى ينتهى,astd
1,1,0,0,@MBCinaWeek وبعدين وش ذالمواضيع اللي جايبينها خروف وخروف الين صار الأستديو كله برسيم فشلتونا امام الاعلام الغربي واعلام العدو,semeval
4,0,1,1,«#كيري» يخالف القوانين المغربية أثناء زيارته مراكشفي حالة الحجب : https://t.co/wJ7JC68PDOhttps://t.co/kkMzXzClZf,semeval
4,0,0,0,قوات #الاحتلال تعتقل شابا من مخيم شعفاط، وتصادر سلاحا من منزله، الليلة الماضية.,semeval
4,0,0,1,RT @dr_zayedalamri: #العراق٣. نوع الروابط التي تربطك بها ايها العراقيون الاحراراليس فيكم رجل رشيد ؟👈مجرد آمال ان يعود العراق حراً أبياً ي…,semeval
1,0,0,2,اغنية بيونسيه ليسن مب راضيه تطلع من راسي جي فجأة قمت اغنيها وبلعومي عورني من الصوت الخايس اسف بيونسيه,semeval
0,0,2,0,لما تتأسف وتعترف بغلطك دا شيء إسمو #خلق_جميل,astd
4,0,1,1,التغطية المصورة لعزاء ليلة ١٧ صفر ذكرى استشهاد الإمام علي ابن موسي الرضا ع ١٤٣٨هجريةالرادود أحمد الشيخ... https://t.co/l26dF50NGx,semeval
0,0,1,2,الشيدرات الجديدة 🔥#ديستني #دستني #destiny #the_dawning #Christmas https://t.co/DLDDcorfPC,semeval
4,0,0,0,تحسبهم جميعا وقلوبهم شتى فهم لا يتوحدون إلا على قمع حريات الآخرين فقط,astd
0,0,1,1,#لو_ده_جنان_إتجنن لما تشوف واحد بيعاكس واحده روح اعمل اخوها,astd
0,1,0,0,#مها_ناجى: هدفع الضرائب بس لما ادخل مستشفى حكومى هتعالج ؟ .. #عمرو_اديب: لا .. هتموتى #كل_يوم | #ON_Ehttps://t.co/nIxDNrddQR,semeval
4,0,1,2,"بهدف قاتل في اللحظة الاخيرةفالنتين ستوكر يحسم قمة سويسرا المجر"" لبلاد روجيه فيدرر""",semeval
4,0,1,1,تركيا: لم نبرم أي صفقة سرية مع #موسكو بخصوص #سوريافي حالة الحجب https://t.co/s1UH2R3Hno https://t.co/dbeb4qlFIZ,semeval
4,0,1,1,وزراء  خارجية تركيا و روسيا و ايران سيجتمعون غدا في موسكو للبحث عن مخرج للازمة  السورية  https://t.co/u6Jujwff4m,semeval
4,0,1,2,#اليمنية| مبادرة “ #ابتسامة_أمل” تنظم احتفالية باليوم العالمي للطفل بـ #التواهيhttps://t.co/jYYiwl12FZ#التحالف_العربي_سند_اليمن,semeval
4,0,1,1,موقع لمعرفة جميع الأوامر الصوتية في غوغل ناوhttps://t.co/GwHA7sVJ0F,semeval
4,0,1,1,توقعات ظهور الركاميات الماطرة على أنحاء متفرقة من مرتفعات #جازان #عسير #الباحة #الطائف #العيص مرتفعات #اليمن… https://t.co/c1zIWbky1l,semeval
4,0,0,0,RT @samansabz10: #إيران:التربويون يحتجون في #اليوم_العالمي_للمعلم على وضعهم المعيشي البائس.#الاحتجاجات https://t.co/Kd0l9i1ivs  https://t.c…,semeval
0,0,2,2,حلبالنصر على #الإرهاب هو نصر للإنسانية جمعاء وليس في #حلب الشرقية فقطو #الجيش_السوري سطر بطولات أكبر من #صلاح_الدين#سورية#روسيا#إيران,semeval
4,0,1,2,#تقرير | غزة - تحت شعار إنهاء الإنقسام المعاهد الأزهرية تحيى ذكرى المولد النبوي الشريف- محمد أبو حطب - https://t.co/c3tO1cl2hA,semeval
4,0,1,1,شاهدي أبرز تساريح الشعر في عرض غوتشي لربيع وصيف 2017بالصور https://t.co/jn4AahXTrt https://t.co/yvuDG1i6gM,semeval
4,0,1,1,نيكي اخترعت ال #MannequinChallenge 😌😂😍 https://t.co/gCjOXWDJnd,semeval
4,0,0,0,@EGYPTAIR  ده مال عام على فكرة و حقوق ناس#رحلة_باريس_المتأخرة#انعدام_المهنية#قال_عاوزين_سياحة_قال@M_Kamal90 @amrmsalama,semeval
4,0,1,0,#لافروف: واشنطن سحبت اقتراحات كيري حول #حلبhttps://t.co/1VBi4ggaVp#سورية #سوريا https://t.co/zhzN9EpN4z,semeval
0,1,0,0,لسه يا كلب لسانك طالع لسه بتخطف م الشوارع #طلعت_حرب,astd
0,0,1,2,لعبة الهواتف الذكية #SuperMarioRun واللي نزلت على أجهزة ال #IOS تتخطى لعبة #POKEMONGO بعدد مرات التحميل!جربتها ؟… https://t.co/5Ds31f2QwP,semeval
4,0,1,1,كيفية إيقاف إعلانات التطبيقات في ويندوز 10 https://t.co/1jsuoL9oqZ by #zppq123 via @c0nvey,semeval
0,0,2,2,"نهنئ الدكتور عبد المنعم أبو الفتوح بتأسيس حزب ""مصر القوية""، وندعو له بالتوفيق وبأن يكون هذا الحزب خطوة نحو بناء",astd
4,0,1,0,RT @a_m_k000: على هذا القياس الفاسد يأتي من يقول لماذا لا نتعامل مع القاعدة ومع داعش https://t.co/EHujPYh4u6,semeval
4,1,1,1,RT @s_a_i_f_87: التلميذ ليونيل ميسي يتابع اسطورته فهد المولد https://t.co/6pLcCwLggE,semeval
2,1,0,0,RT @rahafkasem2019: ان شاء الله يا #بوتين انت و#بشار_اﻷسد بتروحو فعس ومعس ودعس وبتجيكون جلطة تسكر الشريان اﻷبهر متل ما قهرتونا😔#HolocaustA…,semeval
4,0,1,1,Gucci _ Gucci هو من أطلق ماركة غوتشي وذلك عام 1906 حيث بدأ بشركة صغيرة تصنّع الجلديات ليطلق… https://t.co/QAI4cAMeis,semeval
4,0,0,2,تحية لصوت القلم في ذكرى استشهاده #جبران_تويني,semeval
4,0,1,1,#اليمنية| تعيين #عبدالواحد_الدعام عضواً في مجلس الشورىhttps://t.co/3vJFX4rysH#التحالف_العربي_سند_اليمن#جنود_التحالف_سند_لليمن,semeval
4,0,1,1,د/عزمي بشارة يقدم تحليلا معمقا لظاهرة صعود اليمين المتطرف في أمريكا وأوروبا ،وتأثير ذلك على المسلمين.https://t.co/e5AR6Prpq3@AzmiBishara,semeval
0,1,0,0,مصر مدرسة القمع الحديثة ولهذا ينتشر الضباط حاليا فى المدارس,astd
1,0,0,1,@malak_alhusaini ملاك تكفين ابي اسدد لجامعه قميته ١٩٠٠ 😭😭💔 م ابي ايفون لا شيء بس ابي اكمل دراستي,semeval
0,0,2,2,آمين من هنا للعشر الأواخر أنا في ديك الساعة يا جميل انت عارف محبتي واعجابي,astd
4,0,1,2,أشعة الرنين تثبت سلامة ركبة أحمد الشيخ #الرنين #سلامة #الشيخ https://t.co/5TGCgiIQJS https://t.co/2xnPbCiF4n,semeval
0,0,0,0,تركيا وروسيا يهدمان بنيان الجهاد في الشام؛ روسيا تهدمه بسياسة اﻷرض المحروقة،وتركيا(وهي اﻷخطر) تهدمه بالتفريق بين المجاهدين.,semeval
4,0,1,0,#الناتو: #روسيا تسببت بقتل مئات الاف السوريينhttps://t.co/qvUhEhdlUB,semeval
4,0,0,1,على الخارجية المصرية تحمل مسئوليتها والعمل على الافراج الفورى عن الصحفية شيماء عادل المحتجزة فى السودان ،كرامة المصريين أهم من رغيف العيش,astd
0,1,0,0,العملية نسر لم تفشل النسر هرب مع طائر النهضة عشان يتجوزوا عرفي و راجعين,astd
0,0,1,0,ثانية واحدة مش فى ناس بتقول ع #باسم متأمر وخاين وكده طب اتخيل كده لو الحاجات اللى بيهاجمها انتهت زى تطبيل الاعلام وكده مش #مصر هتبقى احسن,astd
0,0,2,2,انا بحترم وبحب فريق #كاريوكى فهما على الاقل اتكلموا بطريقتهم الى هى الفن فى وقت سكت فيه مشايخ ودقون ناس بترقص وناس بتموت,astd
0,0,1,1,بقالي سنين مكسله اكتب في جوجل ايه هو مشروع ليلي ؟مش عارفه ليه مش عايزه اعرف,semeval
4,1,0,0,في هذا العصر الأسيف هناك من يقول ان القذافي ثائر مسلم مؤمن ك فيديل #كاسترو الثائر الكافر!لا تخرج قبل ان تقول تفه... https://t.co/tSwdFtWWP1,semeval
4,0,1,1,مقتطفات من كلمة السفيرة ميشيل سيسون عقب إستخدام #روسيا و #الصين الفيتو ضد مشروع قرار يدعو الى هدنة إنسانية في #حلب:… https://t.co/guBWzOSTrV,semeval
4,0,0,1,RT @Normality77: جوني ديب يقلد دونالد ترامب 😂😂 https://t.co/tBx6r4bHhx,semeval
4,0,1,2,#ستبقي_حلبحره ✋👌 باذن الله,semeval
4,0,1,2,لافروف: نأمل أن يتيح الاجتماع الروسي الإيراني التركي في موسكو إحراز تقدم في تسوية الأزمة السورية أعرب وزير... https://t.co/LHpnwCRtj1,semeval
0,1,0,0,مقدر إن الشغل بيخليك تتفرج على الداعية الشرشوحة شتايمه بتوصلني من صحابيأنا أحب أضيع عمري في حاجات لذيذة مش قميئة,astd
4,0,2,2,@Jerom007_ بوب ديلان افضل مغني كانتري,semeval
0,0,0,2,و لعل أسوء ما في هذا اليوم غيابك يا #باسم :-( = =,astd
1,0,1,1,"وين سارح؟ فاقد الإحساس واضح كنت ترسم ما كتبت وكانت عيونك ""مسارح"" كان يا ماكان،فيك الشوق فاضح #سري",astd
0,0,2,1,كان حلم حلو فى اوله شوقنى انى اكمله  #25_يناير,astd
4,0,1,1,وزراء خارجية روسيا وتركيا وإيران يلتقون غداً في موسكو https://t.co/ynQRpa7Imv,semeval
2,0,0,0,ما عرفنا بالهدنة الا من الاخبار التي تتحدث عن الخروقات!ربما كان الاجدر رفض هدنة #كيري! كما رفضت مبادرته المشؤمة !,semeval
4,0,1,1,بالفيديو: ريكي مارتن يطلب يد حبيبه السوري https://t.co/CGsGO6Vh5g,semeval
1,1,0,0,"من كثر التحلطم اللي يسري بدم الكويتي حتى إذا شاف سيارة مكتوب عليها "" ما شاء الله"" #لازم يقول : شدعوه عندك فراري عاد",astd
0,0,2,2,شكرا إن حضرتك دورت على المعلومة واقتنعتأنا ليس لي مصلحة وأكتب مايرضي ضميري والعلم عند الله,astd
4,0,1,0,الماظة:لابد من معايرة العدادات وتوحيد التعريفة لكل القاطنين،التقديرات الجزافية ظلم ولابد أن تتوقف,astd
0,0,0,0,#مصر_الليلة فياض: الانقلابيون فعلوا ما لم يفعله كفار قريش عبر,astd
0,0,2,2,"استفدت كتيير اوي من حلقة انهردة معلومات اول مرة اسمعها بارك الله فيك ^^ #مصطفى_حسني على طريق الله "" روح العبادة """,astd
4,0,1,1,صورة مسربة لـ ويندوز فون 10 توضح شكل الأيقونات الرئيسية https://t.co/KYJf14XzXg,semeval
4,0,1,0,#صورة: اقتحام مقرات لحركة #أحرار_الشام الإسلامية و #جبهة_النصرة في منطقة #حارم بمحافظة #إدلب من قبل متظاهرين غاضبين… https://t.co/eE9U3o0dS5,semeval
4,0,1,1,#هل_تعلم  أن #حلب قادت مدن الشام ضدالدولة العبيدية الرافضية اليهودية والتي جردت الجيوش لإحتلال الشام خلال أكثر من نصف قرن#ستبقى_حلب,semeval
0,0,1,0,RT @FraihAlanzi: كل قطرة دم برقابكميا…أحرار الشاميا…جند الأقصىيا…ثوار #سوريالم تعد ثورتكم ثورةبل مقاومة مُحتلإنكم أمام إحتلال روسي…إي…,semeval
4,0,1,2,قائمة الأكواد المخفية في اندرويد https://t.co/s7BDUACi4e#اندرويد #هواتف_اندرويد https://t.co/DUNfw9bVZ7,semeval
0,0,2,2,المصرى احسن واحد تزنقه فى الوقت يشتغل! #اه_والله,astd
4,0,1,1,@movies_popcorn هذا فيلم هاري بوتر الجديد,semeval
0,1,0,1,@ggpuiii مثال لو تحارب روسيا ومريكا وقتها ينقال المثل ذا😂😂😂,semeval
0,0,2,1,RT @R6QviJeyWTdlShI: يَوما ما سَنسقي ياسمينْ الشَام في سُوريا منْ نهر دَجلة والفراتْ بالْعراق وتَهدأ مَصرْ ونَدخل الاقصى آمنينْ تضللنَا htt…,semeval
4,0,1,1,#كورتولموش: على المجتمع الدولي ضمان إجلاء المدنيين من أحياء #حلب_المحاصرة من قبل النظام السوري والتنظيمات الأجنبية… https://t.co/wnAfmyn92S,semeval
4,0,1,1,بقرادونيان من بيت الوسط:  https://t.co/IWEeMhGt5B,semeval
2,1,0,0,@mdana704m @ri23936372 مو موضوع لحيه رونالدو كشكل ناعم مرا كنه بنوته الغريب ريكي مارتن اعلن خطوبته من هذا السوري https://t.co/ATZaT7HBfD,semeval
1,0,1,1,..كوريا وديبالا. أغويرو دعه يعتزل ياخي واذا رفض ميسي ومانع تخلص من ميسي . لكن الاتحاد يمنعه لان ميسي يتحكم بهم كلنا نعرف ذلك.يتبع,semeval
4,0,1,1,RT @HiaOnline: #جوجل تطلق #تطبيق #Allo على #أندرويد و #iOS#تقنيةhttps://t.co/t3OHLFhp97,semeval
0,0,1,1,ي جماعه اللي عندو خبره ف الكمبيوتر.. انا عندي ويندوز 10.. حاطط باسورد كتابه من زمان اوي..  وكنت بستخدم اللي هوا باسورد الصوره ده..,semeval
0,0,2,2,#هتحبك_لو احترمتها فى وجودها او غيابها ;),astd
4,0,1,1,#لبنان #فلسطين #إيران #حزب_اللهالسؤال الواجب طرحه هو اي مرجعية اتخذت هذا القرار؟من يقرر مثل هذه المسائل الأمنية؟… https://t.co/dv6wmIR3H0,semeval
4,0,2,2,الإبتسامه لم تفارقها حتى بعد موتها اللهم تقبلها من الشهداء أسماء صقر,astd
4,0,1,1,بقايا #Vardah متحرك من #طقس_العرب اخر ٤ ساعات وتضرب سواحل الصومال @Zeyad_jehani @s555180 @NajranWeather https://t.co/dpkTChyWHy,semeval
4,0,0,0,#علامات: من علامات موت القلب عدم الحزن على مافات وعدم الفرح على ماهو آت,astd
0,0,2,2,@elsheikh_22   هدف أحمد الشيخ بقميص ريااااال مدريد😉😂😉#أاإآبن_البلد_اللي_مشرفنا #شيخوؤو⚽⚽⚽ https://t.co/HP5BnWPhyV,semeval
4,1,0,0,مسحوا جرافيتى محمد محمود مسحوا حكاية ابطال ثورة يناير للاسف منهم اغبياء وجهلاء ايدوا 30يونيو,astd
4,0,1,1,فوائد الإلحاد مقال كتبته منذ فترة في الشروق و تعرضت فيه لمغبة التنفير من الدين على يد من يتكلم بإسمه,astd
2,0,2,2,لن تأخذ سوريا قصراً ، لن يرجع للعرش يزيد ، فالشام حسمناها نصراً ، لو يسقط مليون شهيد ..يا جنود المنتظر ... انتم حزب الله,semeval
0,0,1,1,ممكن تكون ضد مبارك ومرسي ممكن تكون مع مبارك ممكن تكون مع مرسي ،، بس الاكيد كلنا لازم نكون مع المساواة والعدل أما…,astd
0,0,1,2,اه نوال الزغبي عالمية و الشب خالد مش عالمي 😏 https://t.co/1OnjeF8vOV,semeval
0,1,0,0,مشربتش من نيلها؟ طب جربت تغنيلها؟ جربت فعز ما تحزن تحاول تولد فأمريكا عشان الواد ياخد الجنسية؟ #شيرين #نفاق,astd
4,0,2,2,@elissakh #اليسا نجوميتها يصعب الوصول إليهــاااا 🤚🏻😌,semeval
4,0,1,1,@sul535 لاحظ صعود اليمين المتطرف في كل الدول الاوروبية هذا هو الوجه الجديد لاوروبا,semeval
4,0,1,1,#جوجل تتحدّى #أبل و #سامسونج عبر #هاتفها_الذكي الجديد  https://t.co/E4NKUKkpAY  #تكنولوجيا  @ChababsTweet https://t.co/SweCEEBw9q,semeval
4,0,1,1,الفيتو الصيني الأخير في مجلس الأمن .. ما وراءه؟https://t.co/twMtIAZGAa#سوريا #الصين https://t.co/LToNko06Rq,semeval
4,0,1,1,ي قلب لا تعشق مليحاً واحدا ، تحتار فيه تدللاً و تذللاً واهوى الملاح جميعهم تلقاهم إن صد هذا كان ذلك مقبلاً *~ #بالعربي اقلب فندق ههههه,astd
4,0,1,1,عاجل | https://t.co/bQaBXsdsyF: الحريري التقى جنبلاط في بيت الوسط,semeval
1,0,0,0,#ماذا_لو_المدارس_مختلطه☇ماسلمنا بدون إختلاط  ...!!!🚫فكيف راح يكون الوضع مع الإختلاط  ....!!!,semeval
4,0,1,2,4 عروض فلكية رفضها #نيمار من أجل #برشلونة - للتفاصيل اضغط الرابط https://t.co/UYtlbpvpPb #الوطن_العربى https://t.co/vNXOq1oKQH,semeval
4,1,0,0,أبرز نشاط للانقلاب تطهير مصر من العلماء والاحرار والشرفاء والموهوبين والمتفوقين فى الجامعات والمدارس,astd
0,1,0,1,#مبارك راجل كويس واﻻخوان اعدااااالم على طول الخط,astd
0,0,1,0,مفيش #باسم :(,astd
0,1,1,1,اعطوني حظ تشيلسي و ريال مدريد و محمود شفيق محمد مصطفى و سوف احكم العالم-عبد الفتاح السيسي,semeval
4,0,1,0,كل هذه الميليشيات ووراءها حكومات وميزانيات وجيوش ثلاثة دول (لبنان وسورية وإيران) ، وخلفهم قوى عظمى من الشرق... https://t.co/wh08CeYTFS,semeval
4,1,0,0,"إقالة لبيب السباعى من الطب الشرعى وتعيين د إحسان كميل جورجي بدلاً منه"" الى مزبلة التاريخ وشكرا",astd
4,0,0,0,RT @D_abdulrahman1: مناكفة سيسي للملكه بشأن سوريا ومساندته القويه لبشار والعدوان الروسي وخذلانه في البمن يؤكد أنه جزء من مشروع تقسيم المنطق…,semeval
0,1,0,0,"""لافروف"" يحذر أمريكا من ""لعبة خطيرة جداً"" في سوريةhttps://t.co/G3QcTX4zI3 https://t.co/0uEyGYm3mn",semeval
4,0,0,0,RT @hotlain: على الإسلام السلام ، إذ بُليت الأمة براع مثل يزيد ' لعنة الله عليه وعلى كل من ناصره ورضى واعتذر له بما فعل ' الحسين بن علي,semeval
1,0,0,1,#ماذا_لو_المدارس_مختلطهماقدر اقول انه مرة بيكون مافي فساد لا في فساد بس اعتقد بيكون اقل من اللي صاير الحين بكثير الكثير,semeval
0,0,0,0,بالفيديو - مشاجرة في عزاء #محمود_عبد_العزيز بسبب #عادل_إمامhttps://t.co/3P8bE3PmN1 https://t.co/CCXsqQC8bT,semeval
0,0,2,1,أبو الفتوح : الأنفلات الأمنى صناعة ولكن علينا مساعدة رجال الأمن الشرفاء على القيام بواجبه,astd
1,0,1,2,@saz1931 @UAE_Karak لو تحطون غوغل ماب له يمكن امر اجربه دام ٢٤ ساعة انا مااشتهي جباتي الا انصاص الليالي,semeval
0,0,2,2,RT @TheEmperor__: فيدرر × نادال ،، ويمبلدون 2008 #افضل_مباراة_تنس_شاهدتها,semeval
4,0,2,2,انا مستعد للقيام بأي دور لخدمة الوطن حفاظا على التضحية التى قدمها الشهداء وحماية لمطالب الثورة,astd
4,0,1,2,وراحت الايام وشوي شوي.. سكت الطاحون عا كتف المي ... وجدي صار طاحون الذكريات .. يطحن شمس وفي. #فيروز,semeval
4,0,1,1,@how2buyonline كيف اعرف شركات الشحن اللي بيشحن عليها امازون اذا طلبت طلبيه يقولي الشحن المباشر يعني وش مافهمت هالجزاء,semeval
4,0,1,2,#فيسبوك توقع رسمياً مع طرف ثالث وذلك لتأكيد صحة الأخبار المنشورة عبر الشبكة وذلك تفادياً للإشاعات ويكون الفيسبوك ذو… https://t.co/ltFjKgK92D,semeval
1,0,2,2,@malak_alhusainiاختي ملاك امي معاها ايفون ٤ ودي اشتري لها ايفون ٧ ودي افرحها ولا اذا تبيني اصور لك الايفون حقها ابشري 😿,semeval
4,1,0,0,عندما يفجر او يقتل شخص مسلم يؤجج الاعلام الغربي ويلصق ماحدث بدين الاسلاملماذا لا ينسب مايقوم به الروس للنصرانيه..,semeval
1,1,0,0,يوسف الحسينى يسب السعودية لقطعها المساعدات عن سيسى: يا شحاتين ياارهابيين احنا يا ما اديناكم رز ومحدش حماكم غيرناhttps://t.co/JejrzcCTPa,semeval
4,0,1,0,"لمستخدمي ""اتصال الفيديو"" من ""واتساب""...حذار أن تقعوا ضحية https://t.co/RX66ktqBWo #سبوتنيك #فلسطين #القدس",semeval
4,0,1,2,3 تطبيقات ويدجت مفيدة لمستخدمي أندرويد https://t.co/MYV5YAklwJ via @aitnews,semeval
0,0,0,1,اللى بيتولدوا وبيعشوا فى العواصف 💪 ما بيخافوش من الريح 👌 ✊#مشتاق_اسمع_جمله#عادل_امام#كلمه_لحبيب_قلبك#حب_أعمى#ولسه_يامصر_هشوف_فيكي,semeval
0,0,0,0,_ 0 مش عيب تكذب؟ عمري ما عملت ولا هعمل بلوك لحد لا تمدح نفسك,astd
4,0,1,1,@ch_cake يجاهدوا و يتعاطفوا مع التنظيمات (الثورية المعتدلة) زي جبهة النصرة و مجاهدي الشام و محاربي بلح الشام ... الخ,semeval
0,0,1,1,RT @naizaktv: فيه بعض الطلبات أتتني لترجمة مناظرة هيلاري كلنتون وترامب اللي كانت اليوم وصعب ترجمتها كاملة لكن هل تؤيد ترجمة بعض المقاطع منه…,semeval
4,0,1,0,#اليمنية| محمد علي #الحوثي يزور #عمران لحشد مقاتلين جدد في صفوف جماعتهhttps://t.co/IecLpb4DbJ#التحالف_العربي_سند_اليمن,semeval
4,0,1,1,RT @WaleedMjd: وزير خارجية مصر: هناك تباين بالرؤية بين مصر والسعودية حول ضرورة رحيل بشار الأسد، وأن الأمر منوط بالشعب السوري. https://t.c…,semeval
4,0,1,1,"RT @alkhames: وقع أردوغان وبوتين اليوم اتفاقا بشأن إقامة خط أنابيب غاز باسم ""التيار التركي"" عبر البحر الأسود، لنقل الغاز الروسي إلى جنوب شر…",semeval
4,0,0,0,أوباما أو أمريكا تدمر العرب والله يبعت من فوق يهدم البلاد كلها ب العواصف أو هزات أرضية وووو ....  سبحانك ربي,semeval
4,0,1,1,تتابعون الفيلم الأجنبي The Three Gifts الآن على شاشة #LDC#Christmas #ChristmasOnLDC #Christmas2016 https://t.co/HjbJeJnhWb,semeval
4,0,1,1,#متابعات : الرئيس السوري بشار الأسد يقول إنه لا يمكن للجيش السوري أن يحارب المجمو... https://t.co/dVTd2QFuQP #الميادين #يكفي,semeval
4,0,2,1,#معلومة_بسيطة#التحميل من #جوجل بلاي بسهولةمعظمنا يعاني من مشكلة الحظر الذي تفرضه غوغل على بعض المزودات السورية... https://t.co/DaKlCwiz6j,semeval
4,0,1,0,#إسرائيل تعتقل 31 فلسطينياً وجيشها يداهم منزل منفذ هجوم #القدسhttps://t.co/LciuNtToog#أخبار #البوابة https://t.co/mKrofSY2lM,semeval
0,1,2,0,عمرو اديبشويه يمدحشويه يخبتلو حد نزل امام سيسىهتعملوا ايةهننتخب السيسى يا عين امكاستلم مصر خربانهنجحالسيسى عمل معجزة بكل المقايس,semeval
0,0,1,0,_: عاجل: القضاء الإداري يقرر وقف الانتخابات البرلمانية، وتحيل القانون إلي المحكمة الدستورية,astd
1,0,0,1,@E__Alqahtani انا شدخلني ببريطانيا كل دولة لها قانونها. فرنسا دولة عظمى و من اقوى دول العالم وتمنع النقاب ومحترمين قانونها. خل يحترموننا,semeval
4,0,1,2,أندرويد 7.1 نوجا – الميّزات الجديدةhttps://t.co/AZOBvWfUeK#تقنية#نصائح_تقنية,semeval
0,1,0,0,الفرق بين الداعية الديوث والشرشوحة خالتي فرنسا أن خالتي فرنسا تابت ولم يكن لها الحظ بالعمل في تقديم البرامج الدينية,astd
2,0,1,0,"@HDina13 @YorgoElBittar روح على غوغل وعميل بحث ""صخرة الروشة"" وشوف بعينك انورما كانرفيه علم لبناني بي ولا صورة!",semeval
0,0,0,1,@Shevaalshreef مافهش يا نصي ميسي هوه لارجنتين عليا طلاق كلهم نجوم علي لابيض,semeval
0,0,2,1,#كل_يوم قهااجاباتاساڤوعاش يا #عمرو_اديبارجع لي ابو قديمو,semeval
4,0,1,2,أطلق تطبيق فيسبوك ماسنجر تحديثًا جديدًا اليوم وهوكاميرا داخل تطبيقها لسهولة الاستخدام كما تضم مؤثرات خاصة لجعل المح… https://t.co/4chErCsalJ,semeval
4,0,1,0,RT @AJArabic: قيادة التحالف: أحد الصاروخين اللذين أطلقتهما قوات علي عبد الله صالح ومليشيا الحوثي كان يستهدف مدينة الطائف السعوديةhttps://t…,semeval
4,1,0,1,"ترامب شخصية لا تصلُح لرئاسة دولةالرجل لايملك كاريزما""  الرؤساءاما هيلاري كلنتون واضح انه (بنت رجال ) وعندها نز… https://t.co/mvCjakWd15""",semeval
4,1,0,1,هل يعرف أنصار شفيق القراءة ؟ الأسواني دعا لجبهة مع مرسي بشروط الثورة فلما لم يستجب الاخوان دعا الاسواني الى مقاطعة الانتخابات الادمن,astd
4,0,1,2,#مصر | مشاهير ونجوم الفن وسياسيين يشاركون في عزاء الفنان الراحل #محمود_عبدالعزيز ، و #علاء_مبارك و #عادل_إمام أول … https://t.co/QMhkQR2bb4,semeval
4,0,0,0,الى الاخ خبير عسكري يبدواوانك فهمت التغريدة بشكل خاطيء انا لا اتحدث عنك بل عن ان هناك اغبياء يغريدون انها اتفاق بين… https://t.co/2jwWh3nhB2,semeval
0,0,1,0,"""الطيران الروسي يشن 13 غارة على مدينة #داعل بريف #درعا #سوريا ""المصدر:شبكة بلدي الإعلامية#سورية #حقوق_الإنسان #الأمم_المتحدة #إرهاب#Syria",semeval
2,1,1,1,RT @ummohsin4: #الله_أكبرفطائس الروافض الشيعة في #حلب..خل ينفعهم الخنزير بشار والمجوس إيران والملحدين الروس  https://t.co/vMGRePorVt#ال…,semeval
4,0,1,0,"دوي اطلاق نار فى محيط قصور الضيافة ""ريكسوس "" بالعاصمة #طرابلس.#ليبيا #المرصد",semeval
2,0,1,2,بريطانيا تواصل إرسال مساعدات لأهالي #حلب تشمل المواد الغذائية والبطانيات ومساعدات منقذة للأرواح. #الوقوف_مع_حلب… https://t.co/DsbckpczIM,semeval
2,1,0,0,المعلمي: فيتو #روسيا و #الصين مخيب للآمال#الحركة_الشعبية_السورية https://t.co/pVElyrPMCy,semeval
4,0,0,0,_ لم يحدث هذا كذب و افتراء,astd
4,1,0,0,RT @Jokes__99: بوكيمون ولحقتوه عيل المسيح الدجال عمياني بتتبعونه 😔😔😔😔,semeval
4,0,0,0,RT @Ialrebdi: #الدبلوماسية_المصرية عار ع العرب صوتت ف مجلس الأمن مع المشروع الروسي المناقض #للمشروع_الفرنسي القاضي بفرض حضر الطيران فوق حلب…,semeval
0,0,1,2,أجواء كواليس الجلسة التصويرية للنجمة #نادين_نسيب_نجيم لمجلة #ماري_كلير_العربية التي زارت اخيراً مدينة #دبى ملكة الص… https://t.co/AG5nMVqFXX,semeval
4,0,0,2,لولا الانقلاب لسارت عجلة البناء والعلم والاقتصاد والحريات والقانون اسرع من احلامنا,astd
